target,text
4,COOL! sprint 5p  5player game where you race to get rid of 40 lines :S hey? is this my 750th or didnt i refresh?
4,"@DisneyDean glad to help  unfortunately I don't have any typepad exp, I generally use WP or Joolma. What did you have in mind?"
4,@chwila Let's dance then! 
0,@K7vans How long ago was &quot;the boat that rocked&quot; in movie theatres? I just looked on Netflix and there is no DVD release date yet 
4,@mrsrorob that is funny! 
4,@lil_eli so ill see u tomorrow at 6!! 
0,Praying the rain holds off till after my run!!!! 
4,My daughter is exempt from all her finals today so we get to spend the day together  !!!!
4,now that i think about it theres alot of ways to have sex 
4,Had the most relaxing drive home this morning...  I need more mornings like this...  
4,@VegasWill better than 666.  
0,@RegularOlTy I kno...I'm just wishin 
4,you got me walking on the moooon 
0,@claireej we missed seeing Rafael lose too 
0,@dementia kaso it's only open to the US 
4,@ndnvonna Welcome to the vortex! 
4,@ezziear I loveblueberry oatmean 
0,"Annoyed that my @bebroadband download sync has dropped to 14Mbps from ~22Mbps, and upload sync dropped to 1.5Mbps from 2.3Mbps "
4,@gemmmmy_x haha  i love you gemmmy 
4,@BFGarzilla9k hey dude all of as i laydying as blood runs black and parkwaydrive sound good within an hour? love me. 
4,Work.....Must...Take..Later..Shift...Tomorrow.....Baseball tonight 
0,@ work  already ready to go LOL
0,I am suing the makers of Bouncing Balls on FB....I officially have carpal tunnel now!!!  Goodnite!
0,now dats interesting !!! I think this I missed this  http://tinyurl.com/pprgjs
0,@boofish Oh well  great trees too they' produce all the way into August
0,"@SabrinaFord Doh! I certainly didn't mean to shame you into doing anything.  That said, you did the right thing. Haha."
0,my Friendster isn't working well. 
4,is off for two days 
4,ok so i admit!!! i have a crush on u!!!!!!!  lol
0,@orenmazor  aaaw lol see now im craving junk/candy 
0,@existere oh shit  thinking of you
4,http://bit.ly/ukcBM  this song  thanks @questlove this song has helped me through a lot of bullshit
4,@sassyshannon Ok thanks 
0,"wow i jus went thru a bunch of old pictures  i do miss those days! Ahhhh i miss the boys... Well in the mean time, trying to figure ou ..."
4,"@wictor Yeah, it was in the car "
0,@symphnysldr  about @theiancrawford - i am glad you all are keeping your chins up. i am so excited for everything coming up for the band!!
4,@mcafee15 just got reminded of how great you look in your blue and white sweater...  kinda think she's //wrists atm lol
0,@franka91 still not working for me 
4,about to head dts  wildwood babbbyyy
4,@UK_Elphaba Thanks very much  I really do appreciate it
0,ok so just got sick out of no were need some hot tea and a bed....oh and another shower 
4,Napping with the bug was pretty good and what we both needed 
4,@jonasbrothers go to www.youtube.com/katiemartin09 &amp; watch my video for the LVTT album 
4,@iszzzcaringal Yeah! I loved it when I saw it in the bookstore! HAHA  Chapt 14 now 
4,Shanghai is pretty cool. 
0,@ky13w4yn3: I miss him too! I can no longer look at Popcorn the same... 
0,@AleenaH Ah boo. I'm sorry lady. Now we don't even have a guest room 
4,@Dannymcfly did you read the letter that i wrote?  please tell me that you read it ;D
4,@donatelladr I know tyhe king of savoie.. which is part of France  the royal family cannot go back to Italy until now?
0,@dainen i dunno what happened.. but its gone  
4,@johnerik @joshuabaer @fredwilson I wouldn't want to limit who I follow based on my attention span. 
0,Leaving Philly  http://yfrog.com/bf3qaj
0,I worked out how I broke them : trapped hand in bathroom cabinet door last night. 
4,@loovely831 awws adorable? who is that? 
4,ok everyone!! i've reached the end of the internet. time to go to bed. gnite!! 
0,I only slept for like 3 hours...I wish I didn't fall asleep while talking to my boo 
0,Tamil refugees at camp. TN Police authoritarianism!  http://tinyurl.com/d36d4w
0,Seriously need to clear my space as a lot of things are on the floor  ..in the dining room.
4,feelin pretty lucky right now 
0,@aKingsLife entered a poker tourney. Lost after 3 hands  FML
4,Wow so it's starting to really sink in how much will change in just two weeks and counting so excitednervousanxiousexcited  
4,@lasibiede I was kinda joking when I said I would do that 
4,@SaraPrince yep! Totally 
0,Gotta go to the job centre tomorrow  Bad times! Who's gonna hire me though?! Honestly... 8-)
4,@amandajoyevans why don't you just goto melbourne anyway?? 
0,@mcdoeli07 could you print out directions from your place to the wedding? my printer doesn't work 
0,Back in Sheffield for the last two weeks of year two 
0,http://bit.ly/IPiQj  jonas brothers cover 'year 3000'.and it's horrible! miss busted 
0,is it true??? please i need 2 know 
0,"@SuperWoman357 to fix my finger, I can't do anything for it till like 1AM when my friend will be home. I don't have a splint or anything. "
4,http://twitpic.com/7gbca - bought a white wedding dress for $20. eat your heart out queen serenity.  had to look that up. yes. i did.
4,"Video: Ow, Pixar! *kisses* Can�t wait to watch this on the big screen with Up next week.  http://tumblr.com/xd01we62d"
4,Done...now another gem of a day in Cape Town 
0,@chibiusa2911 we aren't machine met but we should act like a machine yaa..so saaaddd  http://myloc.me/3V1Y
0,"@SelfMadeCelo huh, I restarted and everything. Still no page rank info. "
4,@beano_mike we'll compare psych bills for our kids when we're 80 
4,#myweakness batman 
0,@Burto1980 didn't know you where into footy dear.. still no photo though 
4,@RealHughJackman just saw wolverine. you're amazing in it 
0,Restoring servers after powerfailure 
0,And all I wanted to do this summer was cosplay. 
4,I miss 1 day of work come back to choas..Man do i need a vacation...wish i was on the beach drinking a beer..watching the ladies go by 
4,@angelicaa17 take a pic and let me see 
4,"@Abigail_J Aaah thnx girl, you just made me smile with your lovely message "
4,just got bac from the lib and lol headed to bed no classes 2morrow!! yay! 
0,Now I have one more reason to hate that damn ocean separating us  http://i241.photobucket.com/albums/ff123/lbettina/pshop/tib12.jpg
0,@MijoUgly LMFAO i hope you weren't rude about it. and if you were i hope she ain't spit in your food 
0, lost my lunch; unfortunately I know where it went.
4,Finished a song with Ben today 
4,too much excitement for one day... going to eat mexican 
0,I just won the scavanger hunt! But i cant get the prize because im too old 
4,is going to oxford to see my family  x
4,Take two of these and walk it out 
4,@BlondeRosalie Thanks for the #followfriday! 
4,@Hickory200 I've got a premium pass already 
4,@blueparrot2 I hope you will be out in the sun today 
4,goodnite.  ....things to do all day tomorrow. love ya! xo.! chao.
4,#FollowFriday @21119....one of my favorite people. 
0,missed our flight.  Stuck in New York City til tomorrow night at 8!
4,@Zanna85 hahaha coolz!!! i'm working on the movie now... i'll put it down to talk to you 
0,@KayATM i cant help it 
4,@QUADTHECOMPOSER better not b about me! J/k 
4,"@Hooked4Life I have some but that doesn't help you, huh?  And hey, you have a pic up finally!"
0,I like pasta  but i'm not getting a cup of tea made by mum 
0,@iheartrachael no its not now i have to delete them all 
0,@darkiieboi626 told yo ass my eye was tripping Pink eye 
4,@speakeasy602 he likes girls that is a joke. Be nice I need friends 
4,I think you all will enjoy this a lot  http://www.youtube.com/user/TheSexybitchy
0,I HATE Myself Soooo Much Right Nowwww 
4,"@TheMemories nah it's not for the space, thankfully. "
0,Sick for 6 days now..  
0,@suniaahmed i am in school  i have that program where you can go on twitter and stuff.. did you go?
0,"I wish this mix would mix itself, I would give ANYTHING to be producing music right now "
4,@VetrinaGirl no problem. ((: it's better to be prepared 
0,is missin his baby  doin homework all night long.
0,Doing the dishwasher 
4,@Emm_Jay sent you a email hun 
0,I need assistance finding the CURRENT Kidd Kraddick show on iheartradio 
4,and now i'm getting green day's album  thank youu nukiii ♥
4,Thank God for WOMAN DRIVER PARKING ONLY! 
0,@fishmama Ugh...I don't think you'll like my answer  We worked through summer &amp; did math only to finish the book.
0,Just Got Home. I think I broke my voacl cords. 
0,"Tweet,tweet,TWEET!!! Good Morning...just got back fron the gym, about to hop in the shower and get ready for work..and it's gonna be 90 "
0,@apraalii i know. 
0,I hate after shows cause they just feel like a dream 
4,Dang 140 char limit.  Here's the link to @TechCrunch TechFellow details: http://bit.ly/105Ftm Great idea! #techfellow #techcrunch
0,@chelbel3  awww.   i loveee you!
0,"@Eyglo Yeah, I was wondering about that: no leg of man in ketchup covered pigeon came my way last nite...I feel dooped...  *sigh*"
0,gonna watch the big bang theory now. Terminator was full of clichees 
4,@aISHa91 Good Luck on your exam! Be confident. 
4,is snuggling with her mattieu 
4,"@Biddygirl Thanks! I'm home, and feeling somewhat better now "
4,Had a nice night at tomms 
0,Ahhh...so not in the mood for school today 
0,it pouring &amp; baby niece's new swing set is scheduled 4 delivery 2day...gonna be a messy 1 for sure. Someday it's gonna be above 80 in IL 
4,I think @Court_n_me looks like #Britney and @lauuure looks like Winona Ryder - both of them are beautiful girls! 
4,http://twurl.nl/jcc4jq - haha. @TomFelton and Emma Watson are so cute in some of these clips! Funny how time can bring so much! 
4,Okay great I finally downloaded Pangya. I love bigdownload.com!  Pangyapangyapangya craze~
4,"Red Bull and Cocaine story, honestly I never felt that ! Anyway now I know why Vodka and Red Bull works so well "
4,"Wow, watching Eminem get tea bagged last night was the best thing I've seen on TV in a while! "
0,@htoddcarter i knoww..  i'm soo scr*wd (am i allowed to say that here?)^^ St Patrick's cathedral is in Melbourne.. Any idea if it's lib?
0,@pboreham up2 much me. Leed a sad old life. Work 2day. 
4,@DinoGoesRawr I'm surprised  you're so loveable
0,gosh it's anoher cloudy day  wish they would go away.. or rain..
0,A message from the bus to belgium! Im excite&amp;nervous im gonna miss my mum &amp; family sooo much  x.x.x
0,"@DrSkully Yeah, but they won't let me play on it "
4,@tinkermom Then you're screwed.  
0,"#inaperfectworld Cilicia, Ashley, Charlene, Erica, Jennifer, Star, Jade, ME and the rest of them would all still be friends  I miss the.."
0,wishing she hadnt drunk so mush yestaday 
0,@BSEENANDHEARD THAT DOES SUCK...Sorry  Rache
0,7:30am! Stil up..No milk for tea WTF 
4,@roshinroy Yeah Roshin. Part of it is from my own cheer as I did manage to do some stock picking in last 1 year steadily. 
0,Totally unfair that Dunkin' Donuts doesn't deliver. 
0,Can't believe one day of the long weekend is done.  Why do long weekends seem shorter than normal ones? LOL
0,is bored XD who's online? just came back from lake and it got burned 
0,@clank75 sister wendy is now back in the cultural desert known as leeds 
0,Is watching Tv board  x
0,"bye konan, imissyousomuuuuuuch "
0,@pipsytip ... fail. we has a v fuzzy e4.  cannot see his shiny head 
0,"Why do things increase in price after adding them to my @ebuyerdotcom catalogue?  Was £200 for *years*, now up to £240 "
4,@hummiemd thank you for the tip I'll have to check those out. 
0,"@Claire_Cordon Dont think it can be, so bbq in the rain for me today "
0,"@FizzyDuck not a good week so far, do you know if terminal use of firearms in a meeting falls under a disciplinary offence  x"
0,"@cupcakes5  Whoa there, Trigger!  Sounds like a sad codependency situation.      Maybe he is afraid to be alone for 5 minutes.  "
4,Hee.    Just got a FB comment that my art teacher's two kids both (independently) heard my haiku on NPR.    Must have been a replay.  
4,One more shout out to my lollipops before bed.  wuvs you. 
4,@svn8teen hahaha yeah. well there's more archie fans so too bad for him. haha chocolate 
0,Hot and sticky 
4,"@JayneMcc You are very nice &amp; reassuring  Congrats on sales ...I sold my largest ever work, but no small ones. Karmic balance ensured?"
4,"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans "
4,@VerteAdelie Un petit beurre des touillous 
4,@heylizzz watching batman  what are you up to?
0,WOOOOOOOOOW the next week is gonna be long i have like 9 tests  :'( wish me luck
0,My sunburn itches  and I have cold feet
0,@shoptilldrop thanks sweetie. He is feeling v sorry for himself 
4,Having another coffee ... it really is turning into one of *those* days 
0,"@Claire_Cordon no, ironing to do yet "
4,What's for dinner...wheat pasta and marinara sauce and salad (if the bagged lettuce is not yet slimy)    hungry yet?
4,@asiatikah but its ok! rob pattinson &lt;3 wont be there! so is not worthy! hahaha .. when r u coming again?! Alex is coming this week! 
0,yea i miss him more and more every second 
4,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here 
4,"@cathystarmaker oooo I think I need to speak to this Greg fellow, I want more tips! Looking forward to the release of his book! "
4,Today I'm taking my parents and my little sister to the Dodger game. Love hanging out with the Fam!! Specially my little sister 
0,homework ffs !! 
0,"RC's phone is dead, he's disconnected "
0,"@heavyprints Yeah, it's pretty awful "
0,"I'd really like to go to the @isobell show at @space538, but I'm not sure I can swing a $7 cover... "
0,how is it that i am more heart broken about 5* today then yesterday!!!! 
4,@Brok3n_Soul wish i had ac.lol  electric fan will have to do and icecream.lol 
4,@Atrusni thanks! One check off the bucket list 
0,can has work ALLLL day 
4,had a bout of huayu fun. 
4,hmm...just sitting here waiting for school to start...haha my life isn't even exciting enuf for twitter lol 
0,@phatelara 
4,@MikemanxMiguel haha yes! I'll text and tweet when I can  I'm totally gonna miss u tho! we deff need to do the sunsplash thing!
0,@CelestaEyhout Celestaaaaaaaaaaaaaaa are you thereeeeeeeeeeee?  im boreddd
4,"@sassycrass lol. HI, PUMPKIN! thx for your support. "
0,Just ova a week till the end of skl and St.David's 4eva (st davids is closing  have to go 2 another skl)
4,@contrabass &amp; @craftyangie Welcome back to Philly! There's sun in the forecast for tomorrow. 
4,Germain are crazyy xD Really exciting 
4,@Malizza lol you do know. and exactly what i said ok dear. good  lmao
0,"@styleit Not yet. My trailer is a comfy 75, but as soon as I open the door it's like a faceblast from the oven door. "
4,&quot;Taylor Swift - Our Song&quot; You're my everything  ♫ http://blip.fm/~7he6f
0,Wish it was as nice out as yesterday 
0,@MrsSerm sneaky asses! Ppl Did that to me too 
0,"Eminen at secret/private show in LA tonight, wish I was there  http://yfrog.com/5h7eqj"
0,I'm really missing 1205 right now  xo
4,"@Trumpman Ironman? glad you enjoyed my trip. i did too. lol. rockstar...well, not quite! "
4,@Emmieman get out your bass and play 
0,@ktvb I can get every station since the conversion but yours. I keep getting a weak signal message. 
4,@NitaLaCullen thanks for the follow! good luck with your ppp (political party paper)! 
4,"@ACBDesigns ah, so its one those movies. ill keep that mind though, thanks "
0,missed the 1st episode of #trueblood  but recorded to watch later thank you DVR i love you
0,"@KrittyPie Whaa?!? I didn't know you were leavin! Bye, I'll miss you "
0,found some big ass oranges in the fridge turned out to be grapefruit 
4,dang haven't been to the block for a while cute guys 
4,@xSkreaMx A much better mood than earlier I see.  xx
4,@MATT_369 I've been good thanks  And yourself?
4,@Sarafiena It's real funny 
0,can't sleep cos her dumbfuck boyfriend woke her up. 
4,@PerezHilton I LOVE that song and Taylor swift 
4,@caseycakessxoxo  - lol yeeppp  why is that 'ohmygod'? 
4,@Lizzs_Lockeroom Maybe   But you start to really like a team after living 12 years in the city.  Was there for 2 Cups.  Awesome!
4,"Just woke up, kinda looked like a zombie, accidentally left my eye-makeup on so I had black smudged around my eyes "
0,@GangStarrGirl U too?  well we were supposed to hear back friday right?
4,@MariahCarey ahaa. I just woke up I had 2 hours sleep and school tomorrow which is &quot;bleak&quot;  hope your tooth is okay soon xxxx loveu
0,I see there's still no Paddy blog up yet...  I miss him !
4,"@f_torres09 wondering if it is real you  Unfortunately couldn`t visit your game here in Azerbaijan, yesterdays one with NZ was same type))"
4,I'm still excited about camping this weekend! Woo! 
0,"@K_1977 We have had amazing time, don't wannqa come home  can i come back in your suitcase pleeeease hahah x"
4,"@djdeedle i predict yours will progress quickly. Plus, you've got Saint Ex, Regent, etc "
4,First day of bpc done and I'm feeling great! 2 more to go 
4,Ahhhhhh days off 
0,"I don't think I like Twitter, no-ones following me "
0,@6uy where's my twinny? 
0,@courty27 yer i know when i woke up i was like NOO it was a dream is wasn't real 
4,And there it is 
0,woke up at 7am on a saturday! What's up with that? Seeing my bf in a few hrs! 2 weeks was wayyy to long 
4,Good morning!off to start the day now 
4,booked my flights 
0,I want one of those yellow NBA towels!!! 
4,"@Porfix that is the beauty of berlin, all the most awesome underground and edgy parties, with a lot hot guys to boot "
0,its so cold  i miss summer &amp; the sunburnt-ness.
4,"so in that way we will be together in spirit, if we can't TWEET!  "
0,"Loud pop, now the smell of burning electricals does not bode well for our kitchen. "
0,I love you too 
0,"ch�o c? nh�, t? l?i bay v�o [vo ve, vo ve ...] N�y gi? kh�ng m? c�i TweetDeck ???c "
4,@JStacy10 class of 97 
0,"@jimjonescapo thats so cool, why didnt anyone come suprize me at my prom "
0,@cassiegirl07 oh no  if i lived in the states we could go together lol
4,Loved the UpFest yesterday!! Amazing 
0,@Rove1974 Awwww crap! Thanks! Saturday afternoon is not as bad as Saturday night to be reminded of footy tips 
0,"@_adriii OMGOSH, they're like biscuits, so so so yum. xD you haven't lived until you've eaten them missy :p &amp; i miss you too  x"
0,I hardly ever get any texts anymore.  I feel unloved.
0,Home! No shows come on tonight 
4,"@forevershadow They'll send me an MP3 next week, &amp; I'll post the link to that. It wasn't as bad as I'd anticipated. "
0,@nckrzz NOM!!!! Great. Now I want tasty pizza and I'm onboard a plane where no tasty anything is served 
4,@Elacali that makes me happy. going tos ign up! 
0,I staved my finger playing softball today  But thank god it was just at the end of the game!
4,@jonconnelly What can I say?! 
4,good morning. tweeeet. 
0,I missed my circuit class   Not a good look!
4,YAY stealing daddys internet! 
0,worm in my notebook ....  i keep on getting this error message &quot;cannot run dayr.dll&quot;
0,"My erupting wisdom teeth are hurty.    Go back in, teeth!  I don't need you!"
4,"just got back from cinema, watched drag me to hell, scaried film ive ever seen ! add me on xbox   Wasted nikolius"
4,@JohnnyBravo73 &quot;sunny day in Prescot&quot; is that not an oxymoron 
0,"@Luauykiki thanks, dude. Jonathan Knight is locked up now.  "
4,Cheri says I should explain. We DONT get that kind of POWER in our toilet. . . 
0,@swmaina saw this on saturday - was so sad 
4,Mr G's is.. Well shite 
4,@KatieFforde It really is the bizarrest of mediums! But I love it nonetheless 
4,@DREAMSANAIS_MJA. And @michellini22 I'm tryna find the pic of us at that spot in downton miami last year.. That's my fav pic ever 
4,He shall forever be known as... hee hee hee 
0,@williamsonam Thinking about In'N'Out Burger makes me cry. Don't think it'll ever B in TN. The family doesn't have plans to ever expand 
0,The Japanese have a way to take something ordinary and make it EXTRA ordinary. I feel sick all of a sudden... 
4,@LexiouWest Awww thats cuute!! U want me to cry or whut? lol.. I miss dat too but Hey The Magic Team is still on ;) No ? 
4,thinks Hughes' movie pictures are the BEST 
4,Wooooo it's hooott  Home finally! Hopefully going to the Beach tommorow!
4,"Home.. what a awsome day  in Lodi, CA http://loopt.us/GBsiFA.t"
0,grey's anatomy makes me cry  i want movie nights with jordan to come already!
0,4 cigarettes left  man i should really give up
4,@tommcfly #brazillovesmcfly #brazillovesmcfly #brazillovesmcfly #brazillovesmcfly #brazillovesmcfly #brazillovesmcfly #brazillovesmcfly 
4,"@daniel_hautjobb yes, I want a sandbag. Right now I make do with bags of mulch. Chores+workout=multitasking "
4,"it's goodnight moon, with the baybay under starlight. perfect "
4,going to a free show...$1 pbr's? yesss 
4,@Tracey_Stevens I didn't even know that about Kristen's mom...LOL 
4,"@_christina_ I don't stress about keeping up with everything on Twitter, just what I have time for. That's the key. "
4,"@somegreybloke Superb video, thanks. "
0,trying to figure out how to make this all work out 
4,"@swingie Just had a conversation with @tonimassaar about how 'dependent' we seem to be of internet and mobile phones nowadays, "
4,"@Maykats While you're at work having lunch, I just got to work with my bagel breakfast. Wanna trade? "
4,"@brodiejay, uses to make collages of my favourite things using photoshop in school, maybe do that to pass time haha  x."
4,At walgreens with my wife  shes grumpy though
4,Anyone know when the lovely @taylorswift13 is coming manchester? 
4,i just got a live to love shirt i cant wait to wear it 
4,"@bimbler  I couldn't find my Brogues, so i am in slippers doing the Shoplifters of the World Unite shuffle! "
0,"@WhatAFeeelin aw, jeff im sry  i hate when that happens. lol"
4,You'll be proud of me @Mikharper . I've watched all of Firefly and Serenity + DVD extras in 1 week  Its so good! Film made me sad though!
4,@ralphp cool. Can't wait 
4,@itsannemichelle yay yay yay !!!! 
0,"@CanGraham I'm feeling your pain, babe. I think our entire group has gotten it. "
4,"Downloaded the latest version of iTunes! Now, I can get my album artwork back via Music Store "
4,"Happy Mother's Day to all the moms out there!  You are all amazing, and we would be nowhere without you!  Thanks for being our moms "
4,@ethans_mommy09 ..tested for asthma and I will be having a blood test for arthritis (for my back pain). Let you know how we go.  
4,I'm trying to call Kennedy but she wont answer the phone! Haha! 
4,@Blondore i sell travel mugs with beagles on  they R R60 &amp; super stylin' !! http://beagles.co.za/beagleshop/ check it wen u hav internet
4,@JGDemas I appreciate it  how are you?
4,Casual Encounters: right now anywhere  - m4w (Murray) 26yr http://tinyurl.com/mgtjk2
4,"@McScouser Oh I won't stop being sarcastic, that's just me. I'll be more careful though that's all "
4,@Missred187 i want to see pictures!!!! And say hi to Duke for me 
0,People who would rather watch a movie then go outside fail at life 
4,@BillyMac1378 You must have graduated from the Wealthy Affiliate University  http://tr.im/keAH I've been there for 4 years. Amazing co ...
4,@Digizaz you sound like Dr. Seuss! 
0,i think im getting worse 
0,isn't feeling so good 
0,"im still loving wes carr, want to see him again but have no 1 to go with   "
0,"@sonyams yikes, ive been there. "
4,"Dude. PERIOD. @jesszlatos only you my love  psh, to that boy"
4,word of the day: whooodootooodppotoodpogsa  and it aint lame.
4,@HiEsso yuuppp! thaaanks! 
0,@taralou88 i've just realised where we should be tonight. 
0,"Nothing good about this morning so far!     I have a flat tire.  Not low, but flat as a pancake flat. errrrrrrrrrrrrr"
4,thank god its friday 1 more week then i go on holiday  wooh 
4,Ciara's really great on Ellen! She's unbelievable!  I had fun watching it!
4,"In Beaumont, Ca for games this weekend "
4,Ready for english paper 1  good luck agaIn everyone
4,"gunna hit the hay, goodnight interwebz! "
0,@natnatty but I forgot it 
0,"going to my highschool class graduation  it's so depressing, lol. POOKS I'M NOT A DRAMA QUEEN!"
0,"I like the new @Jonasbrothers CD, but still don't know if I like it as much as the last one... Wishing I could go to your show the 22 "
4,Oh! Spoke too soon... The red car caught up 
0,@deadnotsleeping pic doesn't work for me 
0,@isweatbutter oh no! hope everything's okay 
4,On a dunkin run with kayla and steph m. 
4,Yesss Rick Astley just come on Musicovery 
4,On another note watch all ya fav artist rock 5001 Flavors: Custom Clothing Co. On stage lol (shameless plug) 
0,Too warm   Oh well...
4,in da bus with ROX.SKY 
4,Quote of the day from Beck:  Ray: &quot;Today is a good day to die&quot;  Wayne: &quot;Stop trying to act cool!&quot; 
4,@EviiWay Stalker......haha! jk jk!! its just love hun.... freaky...but still love 
0,going to a funeral. RIP Tina 
0,@mattdwen I thought you were going to say your first DIVA machine 
0,I have homework to do  I miss being in half term.
4,@tweetheart7 aaaahhh now i know where *pampers* come from! THANK YOU 
4,two exams down  8 more to go though  !
4,@lilwldchld you really do keep my hours LOL 
4,off to school ! i love this weather  maths exam this morning :| love x
4,@camtyler you guys were awesome tonight thanks for the picture...hope you liked the cake  &amp; your cover of see you again  was  WAY epic 
0,@bersabel awww your poor teacher 
0,I don't want Diverisity ton win or Su Bo on BGT but I have a feeling eitehr one will noooooooooooooo 
4,"http://twitpic.com/6tpc0 - in the fiction life, this is my brother's scandal . Yeah. His girlfriend knows about her "
0,@Safer_Sephiroth Wark warkkk?  *Indicates would rather be with a Cactaur than @Rufus_ShinRa*
0,@RiskyBusinessMB Must you gents always drive right through the OC without stopping for a visit? Makes me feel like you don't love us. 
4,@kaysexton god take some disinfectant and dont drink anything at all so you dont have to &quot;go&quot; 
0,Having trouble staying asleep. It's so hot and I'm exhausted 
4,@impaulgriffiths How much? 
0,@suethomas True enough. It's easy to forget the use of services outside of the US/UK. Google generally excludes their results from search 
4,@senthilnayagam awaiting for Lord Murugas' dharshan... 
0,@rangeronline sorry boo im on By phone cant listen 2 anything  but youtube....n  cnt sleep 
0,"want to read twilight all day, not work at the stupid cher function "
0,@blakeshelton i know how that is 
0,"the dating world is too crazy. looks like i'm gonna be alone and single for a while. i'm fine with it, it's just lonely at times. "
4,"Some lady is eating an ice cream &amp; smoking a cigarette, kinda looks weird... "
4,"@richsouth Ha southend east station, the view from my new flat  Well done guys "
4,@GadgetVirtuoso Handcuffs are for amateurs. We use cuffs 
4,Posting a new vid.. nothing to do with weight loss just felt like vlogging.. 
4,http://twitpic.com/7i970 - We love ipods. 
4,@r0ckcandy Hence your gay friend screaming I Love You to him 
4,@HowardEbison i love you! 
4,"The sun is aaalmost juuust barely starting to show itself, and I'm just getting home. Wonderful evening. "
4,"okay, this time we're leaving for real!  hmmm, wonder if my daughter wants to drive the car with the sunroof?  later tweeties "
4,"@knayam Yeh, dude. Will do that first thing in the morning. "
4,Just landed in Plymouth. Next stop Newquay  just waiting to take off again.
0,@pinpoint_uk I wish WATO would replace hollywood undead in london..   (pinpoint live &gt; http://ustre.am/2wLS)
4,"I love you, i need you, and i couldn't live without you "
4,Headed to the airport to pick up Ethan...no work today holla! 
4,watching the second Bridget Jones with Becky  yes becky i twitter &lt;3
4,@sparkica Here you go then  http://bit.ly/14jIUm
4,"@bfiller : It was really nice, best part is no waiting in line for check-in etc "
0,@wilw Where's Chris??? 
0,@imkrissy  well that just shat all over my lil dinter for one. 
4,@emonk_net LH458 seems to be packed with Mac developers.  #wwdc
0,"@xjoseyx Oh my god, that's terrible. "
4,"@YogaChicky Hiyerr  How's you hunnies? Stopped fantasising about, I mean seeing vampires and werewolves yet?"
4,@JimiLaBonte If you love what you do; its fun and games everyday! (the way it should be  thanks for the shout Jimi!
4,Chelsea coverage starts tonight. 6pm BBC 1. 
0,futuresonic last night was awesome....feel ill now 
0,Delhi Daredevils make a jittery start no run in 1st over at loss of 2 wickets 
4,Happy Sunday!!  http://tinyurl.com/322t9k
4,@Faolon yay!  congrats on the move!!!  
0,"says last subject, Humanities but I'll be attending Orientation at 4pm til 7pm  [phplurk.com] http://plurk.com/p/122twz"
4,@ssedro Thanks for the feedback. We'll look into this and try to improve your StarHub experience 
4,I just saw the hottest man. No not adam lambert but just as good... 
4,says GOODMORNING world  working on my paper for POLISCI  http://plurk.com/p/xytsj
4,@maxime68 thank you  @FaithfulChosen good morning!
4,@jeffwidman thanks brotha 
4,@ThePrettyFaces Awesome! Yay! 
0,clicked the check for update button and almost fell off my chair but then i realised it was just telling me i had the current version. 
0,@FRAYZmidieast aww im missinq it  u shulda been at the qame it was a beautiful scenery @IamDanWilder whattup babe!
4,@AestheticIsLove Thaaaaaaanks 
4,"in Burlington, NC! heading towards the coast in the morning  &lt;3"
0,@StacyDerosby bummer   Are you going both days?
4,"@ThaChief2 ok, cool..Ill check it out ty  #2HL"
4,@moonfrye ...the therapeutic use of laughter.  hope you don't mind me following you on twitter. (I don't know anyone on here) havaniceday
4,@ZacharyFuller ohh your so cooooool 
0,"working on my exam, boooring "
4,"@danielmaier Enigma? Ohh, it's a good'un. You'll leave feeling slightly meddled with. In a good way "
4,"It's still raining here, I wish I could be on the beach at this hours. Anyway, game number 2 tonight. Have a great evening everyone !! "
0,"whaaay, first day on my own tomorrow. this should go well "
0,i am looking at my photos 
0,"Home, tired, but had a gooooood night. Loving awkward prom dates XD AND OMFG I MISS NIKKI "
0,@itshanni3 LOL! Someone told me to use em rather than pt. I love my goddamn pt. 
4,Wikipedia Book http://bit.ly/fg9tp for my birthday! 
0,"@teeco71 nothing really exciting, just work "
0,aww  pug has now &quot;severe separation anxiety&quot; any suggestions?
0,"@kdp8791  i can't watch it  Says:As a Junior member of blogTV, you do not have permission to enter the senior member's pages)"
0,@ihearthoneybee I have tired eyes too 
0,The sad thing is that this was what I was supposed to finish last night - I'm playing catch-up.  
4,Everyone should check out Myspace.com/dominictrujillomusic      ! 
0,@hexenwulf aww  that stinks!! are they feeling better now that you had your nap &amp; pills?
4,"@CaffeinatedLiby BTW, gonna start a blog called &quot;The Caffeinated Index Librorum Prohibitorum&quot;, for those days when I'm feelin' medieval! "
4,http://twitsnaps.com/twh@  There is something which I really like about Alaskan - It looks different  #Chicago #Airport #Alaskan
0,@maureenjohnson NOOO I'm going to miss it 
0,I love how Twitter takes away those barriers between celebrities and us &quot;little people&quot; (LP). But I hate how some LP impersonate celebs 
4,Happy Mommy's Day! I love miiii madreeeee 
0,@ImWendy I can't get link to work  I'll feel silly if I read up and it's reposted
0,Board because friend went back 2 San diego 
4,happy birthday my lil sist! 
0,Hey @x17online and nooooow?   (X17Live live &gt; http://ustre.am/39qb)
4,crankin the kellie pickler music up while sitting in the car and singing along. making me feel lots better 
4,back to work ...on xtube 
